Parameters,Average Fitness
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4053.866666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4045.6666666666665
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4034.0
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4092.866666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4023.0
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4045.4666666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4013.6666666666665
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4116.133333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4061.0
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4081.4
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4096.533333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4077.6666666666665
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4052.133333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3926.266666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4068.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3973.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3915.8
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4095.733333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4097.4
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4108.6
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3960.0
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3912.2
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4070.266666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3985.8
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4065.4666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4089.0666666666666
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4073.6666666666665
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4059.3333333333335
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4036.866666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4078.2
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4007.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3945.3333333333335
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4045.6666666666665
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3966.2
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4031.133333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4084.733333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4090.0
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3979.0666666666666
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4025.4
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4027.9333333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3985.5333333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4029.133333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4061.3333333333335
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4009.0
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3965.0
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4025.9333333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4006.4666666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3940.4666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4063.4
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3989.866666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4065.8
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4060.9333333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4012.4
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4061.2
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4062.5333333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4079.6
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4030.4
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4061.8
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4061.733333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4056.733333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3997.733333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3978.0666666666666
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4066.6
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4041.866666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4100.066666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.1), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4012.3333333333335
